Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,WS,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS/48
1014,1954,NBA,1,1,BLB,Frank Selvy\selvyfr01,21.171,G-F,us,Furman University,1955,1964,17.9,565,26.4,10.8,3.7,2.8,,,0.394,0.394,,0.728,0.058
1015,1980,NBA,1,4,CHI,Kelvin Ransey\ranseke01,22.044,G,us,Ohio State,1981,1986,17.9,474,24.4,11.4,1.9,5.2,1,0.1,0.454,0.464,0.132,0.782,0.074
1016,1982,NBA,4,74,KCK,Mike Sanders\sandemi01,22.058,F-G,us,UCLA,1983,1993,17.9,648,19.1,8,3,1.4,0.7,0.3,0.482,0.487,0.221,0.769,0.069
1017,1985,NBA,4,84,ATL,John Battle\battljo01,22.227,G,us,Rutgers University,1986,1995,17.9,612,17.8,8.7,1.3,2.1,0.4,0.1,0.464,0.474,0.273,0.793,0.079
1018,1986,NBA,1,5,NYK,Kenny Walker\walkeke01,21.308,F,us,Kentucky,1987,1995,17.9,448,20.2,7,4,0.7,0.5,0.7,0.485,0.489,0.206,0.749,0.095
1019,2013,NBA,1,20,CHI,Tony Snell\snellto01,21.235,G-F,us,New Mexico,2014,2021,17.9,541,22.4,6.4,2.3,1.2,0.5,0.2,0.432,0.484,0.396,0.844,0.071
1020,2014,NBA,1,1,CLE,Andrew Wiggins\wiggian01,19.128,F-G,ca,Kansas,2015,2021,17.9,515,35.5,19.5,4.4,2.3,1,0.7,0.444,0.476,0.34,0.73,0.047
1021,1949,BAA,1,9,CHS,Jack Kerris\kerrija01,24.056,F-C,us,Loyola Chicago,1950,1953,17.8,271,13.2,7.6,4.7,2.5,,,0.363,0.363,,0.662,0.24
1022,2012,NBA,2,49,ORL,Kyle O'Quinn\oquinky01,22.1,F-C,us,Norfolk State,2013,2020,17.8,472,14.2,5.4,4.6,1.4,0.4,1,0.517,0.539,0.218,0.74,0.128
1023,1953,NBA,,,PHW,Jack George\georgja01,24.168,G,us,La Salle,1954,1961,17.7,506,31.3,10.2,4.2,4.3,,,0.364,0.364,,0.704,0.054
1024,1963,NBA,2,13,LAL,Jim King\kingji01,22.087,G,us,Tulsa,1964,1973,17.7,607,18.4,7.2,2.5,2.3,,,0.418,0.418,,0.782,0.076
1025,1978,NBA,3,49,KCK,Jeff Cook\cookje01,21.236,F-C,us,Idaho State University,1980,1988,17.7,518,18.7,5.3,4.5,1.4,0.6,0.4,0.462,0.465,0.056,0.716,0.088
1026,1985,NBA,1,16,DAL,Bill Wennington\wennibi01,22.059,C,ca,St. John's,1986,2000,17.7,720,13.5,4.6,3,0.6,0.3,0.3,0.459,0.463,0.139,0.787,0.087
1027,1989,NBA,2,38,MIN,Doug West\westdo01,22.037,G-F,us,Villanova,1990,2001,17.7,676,24.6,9.6,2.5,1.9,0.7,0.3,0.481,0.491,0.191,0.801,0.051
1028,1969,NBA,2,19,DET,Willie Norwood\norwowi01,21.248,F,us,Alcorn State,1972,1978,17.6,430,17.1,7.5,3.7,0.8,0.5,0.1,0.488,0.488,,0.697,0.115
1029,1971,NBA,2,32,CHI,Howard Porter\porteho01,22.215,F-C,us,Villanova,1972,1978,17.6,457,18.7,9.2,4.1,0.5,0.3,0.5,0.469,0.469,,0.802,0.099
1030,2015,NBA,1,16,BOS,Terry Rozier\roziete01,21.105,G,us,Louisville,2016,2021,17.6,392,24.3,11.2,3.8,2.9,0.8,0.2,0.411,0.44,0.379,0.816,0.089
1031,1968,NBA,1,5,CIN,Zaid Abdul-Aziz\abdulza01,22.064,C-F,us,Iowa State,1969,1978,17.5,505,21.8,9,8,1.2,0.3,0.4,0.428,0.428,,0.728,0.076
1032,1980,NBA,3,47,DEN,Kurt Nimphius\nimphku01,22.095,C-F,us,Arizona State,1982,1990,17.5,564,20.3,6.4,4.4,1.2,0.3,1.2,0.487,0.489,0.1,0.668,0.074
1033,1991,NBA,1,7,MIN,Luc Longley\longllu01,22.163,C,au,New Mexico,1992,2001,17.5,567,21.2,7.2,4.9,1.5,0.5,1,0.462,0.463,0,0.76,0.07
1034,1992,NBA,1,8,MIL,Todd Day\dayto01,22.174,G-F,us,Arkansas,1993,2001,17.5,483,25.3,12.3,3.4,1.5,1.1,0.6,0.406,0.435,0.345,0.739,0.069
1035,1976,NBA,1,2,CHI,Scott May\maysc01,22.087,F,us,Indiana,1977,1983,17.4,355,22.6,10.4,4.1,1.7,0.8,0.1,0.462,0.463,0,0.811,0.104
1036,1983,NBA,1,5,CHI,Sidney Green\greensi02,22.18,F-C,us,UNLV,1984,1993,17.4,679,19.5,7.5,6.1,0.9,0.5,0.3,0.454,0.457,0.037,0.738,0.063
1037,1978,NBA,1,7,POR,Ron Brewer\brewero01,22.334,G,us,Arkansas,1979,1986,17.3,501,25.7,11.9,1.9,1.8,1,0.5,0.459,0.464,0.248,0.824,0.065
1038,1984,NBA,2,33,POR,Steve Colter\coltest01,21.336,G,us,New Mexico State,1985,1995,17.3,526,18.2,6.3,2,2.8,0.9,0.1,0.448,0.464,0.289,0.778,0.087
1039,2014,NBA,1,13,MIN,Zach LaVine\lavinza01,19.113,G,us,UCLA,2015,2021,17.3,406,31.3,19,3.8,3.8,0.9,0.3,0.457,0.497,0.384,0.824,0.065
1040,1963,NBA,1,2,BAL,Rod Thorn\thornro01,21.347,G,us,West Virginia,1964,1971,17.2,466,22.3,10.8,3.1,2.6,,,0.433,0.433,,0.723,0.08
1041,1981,NBA,1,11,WSB,Frank Johnson\johnsfr01,22.204,G,us,Wake Forest,1982,1994,17.2,596,21.6,8.3,1.7,4.2,1,0.1,0.439,0.452,0.218,0.76,0.064
1042,1983,NBA,1,22,WSB,Randy Wittman\wittmra01,23.249,G-F,us,Indiana,1984,1992,17.2,543,21.4,7.4,1.4,2.2,0.5,0.1,0.501,0.504,0.321,0.753,0.071
1043,2001,NBA,1,27,MEM,Jamaal Tinsley\tinslja01,23.125,G,us,Iowa State,2002,2014,17.2,547,26.4,8.5,2.9,6.1,1.4,0.3,0.393,0.432,0.299,0.716,0.057
1044,1992,NBA,1,14,IND,Malik Sealy\sealyma01,22.149,G,us,St. John's,1993,2000,17.1,493,23.8,10.1,3.2,1.7,1.1,0.3,0.426,0.445,0.292,0.809,0.07
1045,2012,NBA,1,17,DAL,Tyler Zeller\zellety01,22.168,F-C,us,UNC,2013,2020,17.1,414,17.5,6.9,4.4,0.9,0.3,0.6,0.508,0.512,0.286,0.764,0.113
1046,2014,NBA,2,46,WAS,Jordan Clarkson\clarkjo01,22.024,G,us,Missouri,2015,2021,17,509,26.9,15.1,3.2,2.5,0.9,0.1,0.443,0.502,0.343,0.827,0.06
1047,1986,NBA,3,55,PHO,Kenny Gattison\gattike01,22.03,F-C,us,Old Dominion,1987,1996,16.9,494,20.1,7.9,4.7,0.9,0.6,0.7,0.52,0.521,0.083,0.649,0.082
1048,1990,NBA,1,7,SAC,Lionel Simmons\simmoli01,21.23,F-G,us,La Salle,1991,1997,16.9,454,29.7,12.8,6.2,3.3,1.1,0.8,0.433,0.436,0.305,0.771,0.06
1049,2003,NBA,1,8,MIL,T.J. Ford\fordtj01,20.099,G,us,Texas,2004,2012,16.9,429,27.7,11.2,3.1,5.8,1.2,0.1,0.433,0.45,0.289,0.815,0.068
1050,2014,NBA,1,11,DEN,Doug McDermott\mcderdo01,22.18,F,us,Creighton,2015,2021,16.9,464,20.4,8.8,2.4,0.9,0.2,0.1,0.474,0.529,0.407,0.826,0.086
1051,2010,NBA,2,40,IND,Lance Stephenson\stephla01,19.297,G-F,us,Cincinnati,2011,2019,16.7,508,23.4,8.6,4.2,2.9,0.7,0.1,0.444,0.494,0.315,0.685,0.068
1052,1971,NBA,1,16,NYK,Dean Meminger\meminde01,22.325,G,us,Marquette,1972,1977,16.6,416,20.6,6.1,2.6,2.5,0.6,0.1,0.475,0.475,,0.627,0.093
1053,1979,NBA,2,36,PHI,Clint Richardson\richacl01,22.327,G,us,Seattle University,1980,1987,16.6,586,20.2,7,2.4,2.5,0.6,0.2,0.463,0.466,0.244,0.77,0.067
1054,1982,NBA,1,12,CLE,John Bagley\baglejo01,22.072,G,us,Boston College,1983,1994,16.6,665,25.7,8.7,2.6,6,1.1,0.1,0.437,0.456,0.241,0.779,0.047
1055,2012,NBA,2,43,ATL,Mike Scott\scottmi01,23.353,F,us,Virginia,2013,2021,16.6,545,16.6,6.8,3.1,0.9,0.3,0.1,0.455,0.524,0.362,0.757,0.088
1056,2014,NBA,1,23,UTA,Rodney Hood\hoodro01,21.254,G-F,us,Duke,2015,2021,16.6,389,26.2,11.5,2.8,1.8,0.7,0.2,0.422,0.464,0.368,0.838,0.078
1057,1979,NBA,1,13,IND,Dudley Bradley\bradldu01,22.103,G-F,us,UNC,1980,1989,16.5,600,17,5.2,1.8,1.9,1.6,0.3,0.44,0.46,0.293,0.73,0.078
1058,1980,NBA,1,9,SDC,Michael Brooks\brookmi01,21.303,F,us,La Salle,1981,1988,16.5,319,29.4,12.8,6.3,2.6,1.2,0.4,0.486,0.489,0.152,0.714,0.085
1059,1990,NBA,2,38,SEA,Jud Buechler\buechju01,22.013,F-G,us,Arizona,1991,2002,16.5,720,11.7,3.3,1.8,0.8,0.4,0.2,0.433,0.464,0.366,0.633,0.094
1060,2002,NBA,1,14,IND,Fred Jones\jonesfr01,23.113,G-F,us,Oregon,2003,2009,16.5,430,24,7.5,2.2,2.3,0.8,0.3,0.411,0.445,0.353,0.809,0.077
1061,2003,NBA,1,23,POR,Travis Outlaw\outlatr01,18.285,F,us,,2004,2014,16.5,622,20.9,8.5,3.2,0.8,0.5,0.6,0.423,0.447,0.337,0.744,0.061
1062,2010,NBA,2,35,WAS,Nemanja Bjelica\bjeline01,22.051,F,rs,,2016,2021,16.5,375,21.2,7.9,4.7,1.7,0.6,0.4,0.465,0.539,0.385,0.767,0.1
1063,1978,NBA,2,41,SDC,Jerome Whitehead\whiteje01,21.257,C-F,us,Marquette,1979,1989,16.4,679,17.4,6.5,4.8,0.6,0.4,0.3,0.497,0.497,0,0.718,0.067
1064,1993,NBA,1,20,CHH,Scott Burrell\burresc01,22.175,G-F,us,UConn,1994,2001,16.4,383,19.8,6.9,3.5,1.4,0.9,0.5,0.418,0.448,0.373,0.723,0.104
1065,2009,NBA,1,8,NYK,Jordan Hill\hilljo01,21.339,C-F,us,Arizona,2010,2017,16.4,409,18.8,7.9,5.8,0.8,0.4,0.7,0.497,0.499,0.136,0.699,0.102
1066,2012,NBA,2,32,WAS,Tomáš Satoranský\satorto01,20.247,G,cz,,2017,2021,16.4,323,23.3,7.5,3,4.2,0.9,0.2,0.475,0.523,0.37,0.827,0.105
1067,2018,NBA,1,1,PHO,Deandre Ayton\aytonde01,19.338,C,bs,Arizona,2019,2021,16.4,169,31.1,16.3,10.7,1.7,0.7,1.1,0.587,0.594,0.189,0.753,0.149
1068,1979,NBA,1,6,SEA,James Bailey\baileja01,22.04,F-C,us,Rutgers University,1980,1988,16.3,595,19.5,8.8,5,0.8,0.5,0.9,0.484,0.485,0.077,0.703,0.067
1069,1981,NBA,1,10,NJN,Albert King\kingal01,21.18,F-G,us,Maryland,1982,1992,16.3,534,24,12.1,4.2,2.2,0.8,0.4,0.461,0.468,0.268,0.791,0.061
1070,2018,NBA,2,36,NYK,Mitchell Robinson\robinmi01,20.086,C,us,,2019,2021,16.3,158,22.9,8.4,7,0.6,0.9,2.1,0.705,0.705,,0.568,0.216
1071,1973,NBA,1,10,ATL,John Brown\brownjo01,21.137,F,de,Missouri,1974,1980,16.2,486,20.8,7.4,4.4,1.4,0.5,0.2,0.453,0.453,,0.783,0.077
1072,1992,NBA,2,30,DAL,Sean Rooks\rooksse01,22.294,C,us,Arizona,1993,2004,16.2,749,18.1,6.2,3.8,0.8,0.3,0.7,0.459,0.461,0.091,0.699,0.057
1073,2010,NBA,1,19,BOS,Avery Bradley\bradlav01,19.215,G,us,Texas,2011,2021,16.2,595,28,11.6,2.9,1.8,1,0.2,0.435,0.471,0.363,0.78,0.047
1074,2014,NBA,1,12,ORL,Dario Šarić\saricda01,20.084,F-C,hr,,2017,2021,16.2,347,25.4,11.9,5.9,2,0.6,0.2,0.441,0.504,0.357,0.84,0.088
1075,1955,NBA,1,2,ROC,Maurice Stokes\stokema01,21.305,F-C,us,Saint Francis University,1956,1958,16.1,202,37.3,16.4,17.3,5.3,,,0.351,0.351,,0.698,0.102
1076,1976,NBA,6,99,PHI,Mike Dunleavy\dunlemi01,22.085,G,us,South Carolina,1977,1990,16.1,438,19.2,8,1.6,3.9,0.8,0.1,0.467,0.489,0.339,0.81,0.092
1077,2013,NBA,2,50,ATL,James Ennis\ennisja01,23.002,F,us,Cal State Long Beach,2015,2021,16.1,386,20.5,6.7,3.3,1,0.6,0.3,0.457,0.535,0.36,0.798,0.097
1078,2014,NBA,1,10,PHI,Elfrid Payton\paytoel01,20.129,G,us,Louisiana,2015,2021,16.1,439,28.8,11,4.3,6.3,1.3,0.3,0.451,0.478,0.288,0.631,0.061
1079,2004,NBA,1,27,LAL,Sasha Vujačić\vujacsa01,20.113,G,si,,2005,2017,16,581,15.3,5.3,1.9,1.3,0.6,0.1,0.39,0.415,0.367,0.858,0.086
1080,2006,NBA,2,36,MIN,Craig Smith\smithcr01,22.236,F,us,Boston College,2007,2012,16,403,16.9,7.6,3.9,0.8,0.5,0.2,0.553,0.56,0.037,0.661,0.113
1081,2006,NBA,2,42,CLE,Daniel Gibson\gibsoda01,20.126,G,us,Texas,2007,2013,16,397,23.5,7.8,2,2,0.6,0.2,0.402,0.397,0.407,0.78,0.082
1082,2015,NBA,2,46,MIL,Norman Powell\powelno01,22.036,G,us,UCLA,2016,2021,16,365,20.8,10.2,2.5,1.4,0.8,0.2,0.464,0.532,0.376,0.832,0.101
1083,1950,NBA,1,8,INO,Bob Lavoy\lavoybo01,23.306,F-C,us,Western Kentucky,1951,1954,15.9,264,20.6,8.2,6.2,1.5,,,0.384,0.384,,0.707,0.14
1084,1965,NBA,1,1,SFW,Fred Hetzel\hetzefr01,22.295,F-C,us,Davidson,1966,1971,15.9,416,21.4,11.2,5.9,1.1,,,0.421,0.421,,0.817,0.086
1085,1977,NBA,2,26,NYK,Glen Gondrezick\gondrgl01,21.29,F-G,us,UNLV,1978,1983,15.9,435,17.3,5.8,4.5,1.4,1.1,0.3,0.473,0.475,0.143,0.724,0.101
1086,1985,NBA,3,69,CHI,Mike Brown\brownmi01,21.34,C-F,us,George Washington,1987,1997,15.9,626,17.5,5,4.4,0.7,0.4,0.3,0.455,0.456,0.125,0.69,0.069
1087,2002,NBA,2,50,BOS,Darius Songaila\songada01,24.138,F,lt,Wake Forest,2004,2011,15.9,495,18.6,6.9,3.4,1.2,0.7,0.2,0.499,0.501,0.158,0.844,0.083
1088,1970,NBA,2,24,BUF,Cornell Warner\warneco01,21.228,F-C,us,Jackson State University,1971,1977,15.8,445,23.6,6.4,7.5,1.1,0.3,0.3,0.452,0.452,,0.672,0.072
1089,1978,NBA,1,3,IND,Rick Robey\robeyri01,22.136,C-F,us,Kentucky,1979,1986,15.8,493,17.9,7.6,4.7,1.2,0.4,0.2,0.501,0.502,0.125,0.65,0.086
1090,1990,NBA,1,18,SAC,Duane Causwell\causwdu01,22.032,C,us,Temple,1991,2001,15.8,541,17.4,4.9,4.2,0.4,0.4,1.4,0.507,0.508,0.286,0.618,0.081
1091,1998,NBA,1,22,LAC,Brian Skinner\skinnbr01,22.041,F,us,Baylor,1999,2012,15.8,608,17.9,4.7,4.7,0.5,0.4,0.9,0.494,0.494,0.333,0.566,0.07
1092,2002,NBA,2,34,MIL,Dan Gadzuric\gadzuda01,24.15,C,nl,UCLA,2003,2012,15.8,527,14.8,4.7,4.4,0.4,0.5,0.9,0.5,0.501,0,0.498,0.097
1093,1949,BAA,1,3,FTW,Bob Harris\harribo01,22.011,F-C,us,Oklahoma State,1950,1954,15.7,325,17.7,6.8,5.6,1.5,,,0.385,0.385,,0.628,0.131
1094,1977,NBA,2,32,NYK,Toby Knight\knighto01,22.044,F,us,Notre Dame,1978,1982,15.7,283,25.9,12.9,5.1,1.2,0.9,0.7,0.519,0.519,0,0.74,0.103
1095,2001,NBA,2,53,UTA,Jarron Collins\collija03,22.213,F-C,us,Stanford,2002,2011,15.7,542,15.8,3.9,2.9,0.8,0.3,0.2,0.455,0.456,0,0.699,0.088
1096,1977,NBA,6,115,PHO,Billy McKinney\mckinbi01,22.011,G,us,Northwestern,1979,1986,15.6,476,19.3,8,1.4,3.5,0.7,0.1,0.493,0.499,0.063,0.82,0.082
1097,1986,NBA,2,28,CHI,Larry Krystkowiak\krystla01,21.272,F-C,us,Montana,1987,1997,15.6,420,21.7,8.2,4.9,1.2,0.6,0.1,0.457,0.461,0.139,0.795,0.082
1098,1990,NBA,2,43,SAS,Tony Massenburg\masseto01,22.337,F,us,Maryland,1991,2005,15.6,683,18,6.2,4.3,0.4,0.4,0.5,0.47,0.471,0.091,0.705,0.061
1099,2008,NBA,1,2,MIA,Michael Beasley\beaslmi01,19.173,F,us,Kansas State,2009,2019,15.6,609,22.8,12.4,4.7,1.3,0.6,0.5,0.465,0.481,0.349,0.759,0.054
1100,1948,BAA,,,INJ,Ray Lumpp\lumppra01,24.31,G,us,NYU,1949,1953,15.5,300,9.1,8.2,1.3,2.2,,,0.366,0.366,,0.767,0.271
1101,1970,NBA,10,155,SFW,Coby Dietrick\dietrco01,21.248,C-F,us,San Jose State,1977,1983,15.5,480,19.3,6.1,3.9,2.1,0.9,0.6,0.468,0.469,0.188,0.741,0.08
1102,1996,NBA,1,12,CLE,Vitaly Potapenko\potapvi01,21.103,C,ua,Wright State University,1997,2007,15.5,610,19,6.5,4.5,0.7,0.4,0.3,0.479,0.479,0.167,0.694,0.064
1103,2012,NBA,1,11,POR,Meyers Leonard\leoname01,20.127,C-F,us,Illinois,2013,2021,15.5,447,16,5.6,3.9,0.9,0.2,0.3,0.482,0.549,0.39,0.809,0.104
1104,1981,NBA,1,4,ATL,Al Wood\woodal01,23.013,G-F,us,UNC,1982,1987,15.4,417,23.8,11.8,3,1.8,0.7,0.4,0.465,0.477,0.211,0.789,0.074
1105,1983,NBA,3,54,UTA,Bob Hansen\hansebo01,22.166,G,us,Iowa,1984,1992,15.4,575,19.3,6.9,2.2,1.6,0.6,0.1,0.468,0.492,0.323,0.662,0.066
1106,1997,NBA,1,27,UTA,Jacque Vaughn\vaughja01,22.14,G,us,Kansas,1998,2009,15.4,776,16.3,4.5,1.3,2.5,0.5,0,0.429,0.437,0.352,0.779,0.058
1107,2000,NBA,2,44,DET,Brian Cardinal\cardibr01,23.063,F,us,Purdue,2001,2012,15.4,456,14.2,4.6,2.3,1,0.6,0.2,0.408,0.432,0.372,0.861,0.114
1108,2011,NBA,2,42,IND,Dāvis Bertāns\bertada01,18.227,F,lv,,2017,2021,15.4,319,19.5,8.5,2.8,1.1,0.5,0.4,0.435,0.518,0.41,0.858,0.119
1109,1981,NBA,1,5,SEA,Danny Vranes\vraneda01,22.229,F,us,Utah,1982,1988,15.3,510,20.8,5.1,3.9,1.2,0.7,0.5,0.496,0.499,0.105,0.57,0.069
1110,2012,NBA,1,21,BOS,Jared Sullinger\sullija01,20.121,F,us,Ohio State,2013,2017,15.3,269,24.3,10.8,7.5,1.8,0.7,0.6,0.436,0.476,0.272,0.723,0.113
1111,1973,NBA,1,13,CAP,Nick Weatherspoon\weathni01,22.284,F,us,Illinois,1974,1980,15.2,453,21.4,9,4.9,0.9,0.8,0.3,0.455,0.455,,0.713,0.075
1112,1975,NBA,1,17,BOS,Tom Boswell\bosweto01,21.244,F-C,us,South Carolina,1976,1984,15.2,366,19.3,7.7,4.7,1.6,0.4,0.3,0.533,0.532,0.545,0.724,0.104
1113,1976,NBA,1,4,DET,Leon Douglas\douglle01,21.292,C-F,us,Alabama,1977,1983,15.2,456,22.2,7.9,6.5,1.1,0.5,0.7,0.495,0.496,0,0.601,0.072
1114,1982,NBA,8,166,KCK,Ed Nealy\nealyed01,22.136,F,us,Kansas State,1983,1993,15.2,540,12.6,2.7,3.3,0.7,0.5,0.1,0.498,0.525,0.292,0.684,0.107
1115,1983,NBA,1,23,IND,Mitchell Wiggins\wiggimi01,23.279,G,us,Florida State,1984,1992,15.2,389,20.8,10,3.2,1.6,1,0.1,0.46,0.466,0.192,0.755,0.09
1116,1987,NBA,2,45,BOS,Brad Lohaus\lohaubr01,22.271,F-C,us,Iowa,1988,1998,15.2,656,15.8,5.9,2.8,1.1,0.5,0.8,0.44,0.475,0.361,0.733,0.07
1117,1974,NBA,2,20,POR,Jan van Breda Kolff\vanbrja01,22.169,F-G,us,Vanderbilt,1977,1983,15.1,434,23.4,6,4.1,1.9,0.8,0.8,0.439,0.441,0.3,0.814,0.071
1118,1981,NBA,1,19,LAL,Mike McGee\mcgeemi01,21.321,G-F,us,Michigan,1982,1990,15.1,520,17.8,9.6,2.1,1.2,0.7,0.1,0.487,0.521,0.354,0.597,0.078
1119,1999,NBA,1,27,ATL,Jumaine Jones\jonesju01,20.145,F,us,Georgia,2000,2007,15.1,471,20.8,7.1,4.2,0.9,0.7,0.3,0.424,0.474,0.349,0.704,0.074
1120,2018,NBA,1,5,DAL,Trae Young\youngtr01,19.28,G,us,Oklahoma,2019,2021,15.1,195,33.2,24.1,3.9,8.9,0.9,0.2,0.428,0.483,0.347,0.856,0.112
1121,1979,NBA,2,31,MIL,Edgar Jones\jonesed01,23.013,F-C,us,Nevada,1981,1986,15,363,19.2,9,4.8,0.9,0.6,1.3,0.506,0.513,0.262,0.71,0.103
1122,2015,NBA,1,22,CHI,Bobby Portis\portibo01,20.14,F,us,Arkansas,2016,2021,15,371,20.5,10.4,6.1,1.2,0.5,0.3,0.467,0.498,0.38,0.754,0.094
1123,1952,NBA,,,FTW,Monk Meineke\meinemo01,21.184,F-C,us,Dayton,1953,1958,14.9,343,19.8,6.8,4.7,1.3,,,0.367,0.367,,0.756,0.105
1124,1964,NBA,3,18,DET,Wali Jones\joneswa02,22.085,G,us,Villanova,1965,1976,14.9,607,23.8,10.1,2.3,3.2,0,0,0.409,0.409,,0.8,0.049
1125,2000,NBA,1,12,DAL,Etan Thomas\thomaet01,22.094,F,us,Syracuse,2002,2011,14.9,409,17.3,5.7,4.7,0.4,0.3,1,0.513,0.513,,0.603,0.101
1126,1952,NBA,1,2,BLB,Jim Baechtold\baechji01,24.145,F-G,us,Eastern Kentucky University,1953,1957,14.8,321,25.7,9.7,3.1,2.1,,,0.388,0.388,,0.783,0.086
1127,1969,NBA,3,43,BAL,Fred Carter\cartefr01,24.058,G-F,us,Mount St. Mary's University,1970,1977,14.8,611,30,15.2,3.9,3.5,0.6,0.1,0.425,0.425,,0.693,0.039
1128,1974,NBA,2,33,DET,Eric Money\moneyer01,19.116,G,us,Arizona,1975,1980,14.8,426,25.4,12.2,2.1,3.8,1.2,0.1,0.494,0.494,,0.748,0.065
1129,1974,NBA,3,39,CLE,Kevin Restani\restake01,22.162,F-C,us,San Francisco,1975,1982,14.8,550,18.4,6.2,4,1.4,0.4,0.2,0.486,0.489,0.205,0.717,0.07
1130,1989,NBA,1,9,WSB,Tom Hammonds\hammoto01,22.098,F,us,Georgia Tech,1990,2001,14.7,687,15.2,5.3,3.3,0.6,0.2,0.2,0.48,0.481,0,0.691,0.068
1131,2005,NBA,1,24,HOU,Luther Head\headlu01,22.22,G,us,Illinois,2006,2011,14.7,348,22.4,8.2,2.4,2.1,0.7,0.1,0.423,0.454,0.388,0.773,0.09
1132,2011,NBA,2,55,BOS,E'Twaun Moore\mooreet01,22.123,G-F,us,Purdue,2012,2021,14.7,595,21,7.9,2,1.8,0.7,0.2,0.454,0.488,0.388,0.739,0.056
1133,2012,NBA,1,18,HOU,Terrence Jones\joneste01,20.176,F,us,Kentucky,2013,2019,14.7,234,23.8,10.4,5.7,1,0.6,1.2,0.501,0.539,0.297,0.621,0.127
1134,1969,NBA,1,15,LAL,Rick Roberson\roberri01,21.28,C-F,us,Cincinnati,1970,1976,14.6,423,24.5,9,8.3,1.4,0.2,0.2,0.44,0.44,,0.585,0.068
1135,1980,NBA,1,6,NJN,Mike O'Koren\okoremi01,22.129,F-G,us,UNC,1981,1988,14.6,407,21.6,8.2,3.4,2.1,0.8,0.2,0.49,0.499,0.271,0.651,0.08
1136,1988,NBA,1,7,PHO,Tim Perry\perryti01,23.03,F-C,us,Temple,1989,1996,14.6,481,19.6,6.8,4,0.9,0.5,0.9,0.485,0.504,0.318,0.648,0.074
1137,2016,NBA,1,2,LAL,Brandon Ingram\ingrabr01,18.299,F,us,Duke,2017,2021,14.6,307,32.6,17.8,5,3.5,0.7,0.6,0.462,0.496,0.366,0.756,0.07
1138,1966,NBA,11,94,BAL,Stan McKenzie\mckenst01,21.222,F-G,us,NYU,1968,1974,14.5,396,18.9,9,2.8,1.5,0,0,0.444,0.444,,0.802,0.093
1139,2006,NBA,2,32,HOU,Steve Novak\novakst01,23.021,F,us,Marquette,2007,2017,14.5,467,12.1,4.7,1.3,0.3,0.2,0.1,0.437,0.463,0.43,0.877,0.123
1140,2013,NBA,2,44,DAL,Mike Muscala\muscami01,22.002,F-C,us,Bucknell,2014,2021,14.5,389,15.7,6,3.2,0.9,0.3,0.5,0.458,0.549,0.368,0.847,0.114
1141,2016,NBA,1,6,NOP,Buddy Hield\hieldbu01,23.194,G,bs,Oklahoma,2017,2021,14.5,375,28.7,16,4.2,2.3,0.8,0.3,0.436,0.472,0.406,0.862,0.065
1142,1972,NBA,1,4,PHO,Corky Calhoun\calhoco01,21.166,F,us,Penn,1973,1980,14.4,542,20.1,5.3,3.6,1.1,0.5,0.2,0.46,0.46,,0.782,0.064
1143,1979,NBA,3,58,PHI,Earl Cureton\curetea01,21.3,F-C,us,Detroit Mercy,1981,1997,14.4,674,18.4,5.4,4.7,1,0.5,0.5,0.473,0.476,0,0.538,0.056
1144,1951,NBA,,,MNL,Whitey Skoog\skoogwh01,24.18,G,us,Minnesota,1952,1957,14.3,341,27,8.2,3.3,2.6,,,0.388,0.388,,0.799,0.075
1145,1953,NBA,1,2,MLH,Bob Houbregs\houbrbo01,21.048,C-F,ca,Washington,1954,1958,14.3,281,23.9,9.3,5.5,1.8,,,0.404,0.404,,0.721,0.102
1146,1989,NBA,2,40,BOS,Dino Rađa\radjadi01,22.07,F-C,hr,,1994,1997,14.3,224,32.6,16.7,8.4,1.6,0.9,1.3,0.497,0.497,0,0.735,0.094
1147,2015,NBA,1,15,ATL,Kelly Oubre\oubreke01,19.203,F,us,Kansas,2016,2021,14.3,402,25,11.5,4.4,1,0.9,0.5,0.433,0.507,0.326,0.766,0.068
1148,1955,NBA,1,5,SYR,Ed Conlin\conlied01,21.228,F-G,us,Fordham,1956,1962,14.2,486,23.4,10.1,4.8,2,,,0.37,0.37,,0.75,0.06
1149,1964,NBA,1,1,NYK,Jim Barnes\barneji01,23.027,C-F,us,Texas-El Paso,1965,1971,14.2,454,20.8,8.8,6.5,0.8,,,0.429,0.429,,0.684,0.072
1150,1965,NBA,3,26,BOS,Toby Kimball\kimbato01,22.247,F-C,us,UConn,1967,1975,14.2,571,18.3,6.1,6.8,1,0.1,0,0.425,0.425,,0.573,0.065
1151,1987,NBA,2,40,MIL,Winston Garland\garlawi01,22.19,G,us,Missouri State University,1988,1995,14.2,511,26.2,9.4,2.8,4.7,1.3,0.2,0.43,0.44,0.281,0.83,0.051
1152,1996,NBA,1,9,DAL,Samaki Walker\walkesa01,20.127,F,us,Louisville,1997,2006,14.2,445,17.1,5.3,4.7,0.6,0.3,0.7,0.462,0.464,0.111,0.63,0.089
